,food_list,source
1114,粵菜,eHowNet-animate
1115,肉鬆,eHowNet-animate
1116,胃脯,eHowNet-animate
1117,脯,eHowNet-animate
1118,腊,eHowNet-animate
1119,膾脯,eHowNet-animate
1120,葷腥,eHowNet-animate
1121,葷菜,eHowNet-animate
1122,葷食,eHowNet-animate
1123,豆乾,eHowNet-animate
1124,豆腐乾,eHowNet-animate
1125,豆腐干,eHowNet-animate
1126,下酒菜,eHowNet-animate
1127,酒菜,eHowNet-animate
1128,酒餚,eHowNet-animate
1129,前菜,eHowNet-animate
1130,開胃菜,eHowNet-animate
1131,雜拌,eHowNet-animate
1132,雜拌兒,eHowNet-animate
1133,雜燴,eHowNet-animate
1134,雜膾,eHowNet-animate
1135,左宗棠雞,eHowNet-animate
1136,麻油雞,eHowNet-animate
1137,壽司,eHowNet-animate
1138,手卷,eHowNet-animate
1139,乾貝,eHowNet-animate
1140,干貝,eHowNet-animate
1141,海味,eHowNet-animate
1142,海鮮,eHowNet-animate
1143,魚鮮,eHowNet-animate
1144,一品鍋,eHowNet-animate
1145,涮涮鍋,eHowNet-animate
1146,火鍋,eHowNet-animate
1147,石頭火鍋,eHowNet-animate
1148,素雞,eHowNet-animate
1149,素,eHowNet-animate
1150,素菜,eHowNet-animate
1151,素食,eHowNet-animate
1152,素餐,eHowNet-animate
1153,蔬食,eHowNet-animate
1154,老豆腐,eHowNet-animate
1155,臭豆腐,eHowNet-animate
1156,百頁,eHowNet-animate
1157,豆腐,eHowNet-animate
1158,豆腐腦兒,eHowNet-animate
1159,韓國泡菜,eHowNet-animate
1160,泡菜,eHowNet-animate
1161,蔭瓜,eHowNet-animate
1162,酸菜,eHowNet-animate
1163,醃漬物,eHowNet-animate
1164,醬瓜,eHowNet-animate
1165,醬菜,eHowNet-animate
1166,麵筋,eHowNet-animate
1167,粉腸,eHowNet-animate
1168,肉腸,eHowNet-animate
1169,臘腸,eHowNet-animate
1170,血腸,eHowNet-animate
1171,香腸,eHowNet-animate
1172,海苔,eHowNet-animate
1173,青海苔,eHowNet-animate
1174,甜品,eHowNet-animate
1175,甜甜圈,eHowNet-animate
1176,甜食,eHowNet-animate
1177,甜點,eHowNet-animate
1178,米果,eHowNet-animate
1179,粿,eHowNet-animate
1180,油茶,eHowNet-animate
1181,麵茶,eHowNet-animate
1182,冰品,eHowNet-animate
1183,冰棍,eHowNet-animate
1184,冰棒,eHowNet-animate
1185,冰淇淋,eHowNet-animate
1186,冰糕,eHowNet-animate
1187,凍糕,eHowNet-animate
1188,刨冰,eHowNet-animate
1189,枝仔冰,eHowNet-animate
1190,甜筒,eHowNet-animate
1191,聖代,eHowNet-animate
1192,雪糕,eHowNet-animate
1193,霜淇淋,eHowNet-animate
1194,香蕉冰,eHowNet-animate
1195,油條,eHowNet-animate
1196,米糕,eHowNet-animate
1197,蘿蔔糕,eHowNet-animate
1198,蚵仔煎,eHowNet-animate
1199,蛋餅,eHowNet-animate
1200,鴨賞,eHowNet-animate
1201,小吃,eHowNet-animate
1202,春捲,eHowNet-animate
1203,熱狗,eHowNet-animate
1204,甜不辣,eHowNet-animate
1205,碗粿,eHowNet-animate
1206,米苔目,eHowNet-animate
1207,肉圓,eHowNet-animate
1208,餡餅,eHowNet-animate
1209,魯肉飯,eHowNet-animate
1210,黑輪,eHowNet-animate
1211,官燕,eHowNet-animate
1212,涼粉,eHowNet-animate
1213,仙草,eHowNet-animate
1214,凍兒,eHowNet-animate
1215,布丁,eHowNet-animate
1216,愛玉,eHowNet-animate
1217,果凍,eHowNet-animate
1218,洋菜,eHowNet-animate
1219,洋菜膠,eHowNet-animate
1220,石花菜,eHowNet-animate
1221,爆玉米花,eHowNet-animate
1222,爆米花,eHowNet-animate
1223,玉米花,eHowNet-animate
1224,玉米花兒,eHowNet-animate
1225,瓜仁,eHowNet-animate
1226,瓜子,eHowNet-animate
1227,瓜子仁,eHowNet-animate
1228,元宵,eHowNet-animate
1229,圓仔湯,eHowNet-animate
1230,綠豆湯,eHowNet-animate
1231,蓮子湯,eHowNet-animate
1232,酸梅湯,eHowNet-animate
1233,甜湯,eHowNet-animate
1234,豆花,eHowNet-animate
1235,圓餅,eHowNet-animate
1236,壽糕,eHowNet-animate
1237,家常餅,eHowNet-animate
1238,柿糕,eHowNet-animate
1239,比薩,eHowNet-animate
1240,油炸餅,eHowNet-animate
1241,油香,eHowNet-animate
1242,煎餅,eHowNet-animate
1243,燒餅,eHowNet-animate
1244,玉米餅,eHowNet-animate
1245,甜糕點,eHowNet-animate
1246,禮餅,eHowNet-animate
1247,綠豆糕,eHowNet-animate
1248,肉餅,eHowNet-animate
1249,蒸餅,eHowNet-animate
1250,薄餅,eHowNet-animate
1251,薑餅,eHowNet-animate
1252,西餅,eHowNet-animate
1253,豬肉餅,eHowNet-animate
1254,酪餅,eHowNet-animate
1255,鍋盔,eHowNet-animate
1256,鬆脆餅,eHowNet-animate
1257,鳳梨酥,eHowNet-animate
1258,千層糕,eHowNet-animate
1259,太陽餅,eHowNet-animate
1260,年糕,eHowNet-animate
1261,春餅,eHowNet-animate
1262,水潤餅,eHowNet-animate
1263,油煎餅,eHowNet-animate
1264,派,eHowNet-animate
1265,涼糕,eHowNet-animate
1266,澄沙,eHowNet-animate
1267,烙餅,eHowNet-animate
1268,牛舌餅,eHowNet-animate
1269,狀元餅,eHowNet-animate
1270,粄,eHowNet-animate
1271,糕,eHowNet-animate
1272,糕餅,eHowNet-animate
1273,糕餅類,eHowNet-animate
1274,糕點,eHowNet-animate
1275,糖糕,eHowNet-animate
1276,羊羹,eHowNet-animate
1277,豆餅,eHowNet-animate
1278,酥餅,eHowNet-animate
1279,長年糕,eHowNet-animate
1280,飥,eHowNet-animate
1281,餅,eHowNet-animate
1282,香餅,eHowNet-animate
1283,鬆餅,eHowNet-animate
1284,麵餅,eHowNet-animate
1285,薄荷糖,eHowNet-animate
1286,薑糖,eHowNet-animate
1287,藥糖,eHowNet-animate
1288,麥芽糖,eHowNet-animate
1289,口香糖,eHowNet-animate
1290,拉糖,eHowNet-animate
1291,拔絲,eHowNet-animate
1292,棉花糖,eHowNet-animate
1293,棒棒糖,eHowNet-animate
1294,泡泡糖,eHowNet-animate
1295,牛皮糖,eHowNet-animate
1296,糖,eHowNet-animate
1297,糖果,eHowNet-animate
1298,糖食,eHowNet-animate
1299,葡萄乾,eHowNet-animate
1300,軟糖,eHowNet-animate
1301,酥糖,eHowNet-animate
1302,飴,eHowNet-animate
1303,龍眼乾,eHowNet-animate
1304,蜜餞,eHowNet-animate
1305,陳皮梅,eHowNet-animate
1306,乾糧,eHowNet-animate
1307,光餅,eHowNet-animate
1308,口糧,eHowNet-animate
1309,夾心餅乾,eHowNet-animate
1310,脆餅,eHowNet-animate
1311,蛋捲,eHowNet-animate
1312,餅乾,eHowNet-animate
1313,餅干,eHowNet-animate
1314,麻花,eHowNet-animate
1315,味精,eHowNet-animate
1316,味素,eHowNet-animate
1317,沙爹,eHowNet-animate
1318,沙茶,eHowNet-animate
1319,蒜汁,eHowNet-animate
1320,薑汁,eHowNet-animate
1321,甜酒釀,eHowNet-animate
1322,酒釀,eHowNet-animate
1323,乳酪,eHowNet-animate
1324,乳餅,eHowNet-animate
1325,乾酪,eHowNet-animate
1326,奶酪,eHowNet-animate
1327,牛酪,eHowNet-animate
1328,羊乳酪,eHowNet-animate
1329,起士,eHowNet-animate
1330,酪,eHowNet-animate
1331,加哩粉,eHowNet-animate
1332,加里,eHowNet-animate
1333,咖哩,eHowNet-animate
1334,咖喱,eHowNet-animate
1335,代糖,eHowNet-animate
1336,山梨醇,eHowNet-animate
1337,木糖醇,eHowNet-animate
1338,甘味劑,eHowNet-animate
1339,甜味劑,eHowNet-animate
1340,糖精,eHowNet-animate
1341,焦糖,eHowNet-animate
1342,特砂,eHowNet-animate
1343,糖蜜,eHowNet-animate
1344,紅糖,eHowNet-animate
1345,黑糖,eHowNet-animate
1346,冰糖,eHowNet-animate
1347,單醣,eHowNet-animate
1348,方糖,eHowNet-animate
1349,果寡糖,eHowNet-animate
1350,沙糖,eHowNet-animate
1351,砂糖,eHowNet-animate
1352,糖分,eHowNet-animate
1353,糖瓜,eHowNet-animate
1354,糖類,eHowNet-animate
1355,蔗糖,eHowNet-animate
1356,醣,eHowNet-animate
1357,食糖,eHowNet-animate
1358,花蜜,eHowNet-animate
1359,蜂蜜,eHowNet-animate
1360,蜜,eHowNet-animate
1361,蜜糖,eHowNet-animate
1362,烏醋,eHowNet-animate
1363,白醋,eHowNet-animate
1364,紅醋,eHowNet-animate
1365,老醋,eHowNet-animate
1366,醋,eHowNet-animate
1367,醯,eHowNet-animate
1368,陳醋,eHowNet-animate
1369,咖哩汁,eHowNet-animate
1370,炸醬,eHowNet-animate
1371,花生醬,eHowNet-animate
1372,蕃茄醬,eHowNet-animate
1373,蛋黃醬,eHowNet-animate
1374,蠔油,eHowNet-animate
1375,豆瓣醬,eHowNet-animate
1376,豆醬,eHowNet-animate
1377,辣醬,eHowNet-animate
1378,魚子醬,eHowNet-animate
1379,鹵汁,eHowNet-animate
1380,麻醬,eHowNet-animate
1381,漿汁,eHowNet-animate
1382,醬,eHowNet-animate
1383,醬料,eHowNet-animate
1384,棗泥,eHowNet-animate
1385,綠豆沙,eHowNet-animate
1386,肉餡,eHowNet-animate
1387,豆沙,eHowNet-animate
1388,餡,eHowNet-animate
1389,餡料,eHowNet-animate
1390,薄荷,eHowNet-animate
1391,五香,eHowNet-animate
1392,八角,eHowNet-animate
1393,椒料,eHowNet-animate
1394,胡椒粉,eHowNet-animate
1395,茴香,eHowNet-animate
1396,荳蔻,eHowNet-animate
1397,豆蔻,eHowNet-animate
1398,香料,eHowNet-animate
1399,井鹽,eHowNet-animate
1400,再製鹽,eHowNet-animate
1401,川鹽,eHowNet-animate
1402,椒鹽,eHowNet-animate
1403,池鹽,eHowNet-animate
1404,海鹽,eHowNet-animate
1405,私鹽,eHowNet-animate
1406,粗鹽,eHowNet-animate
1407,青鹽,eHowNet-animate
1408,食鹽,eHowNet-animate
1409,鹽,eHowNet-animate
1410,鹽份,eHowNet-animate
1411,鹽分,eHowNet-animate
1412,鹽巴,eHowNet-animate
1413,鹽類,eHowNet-animate
1414,奶油,eHowNet-animate
1415,牛油,eHowNet-animate
1416,白脫,eHowNet-animate
1417,酥油,eHowNet-animate
1418,鮮奶油,eHowNet-animate
1419,黃油,eHowNet-animate
1420,炒飯,eHowNet-animate
1421,蛋炒飯,eHowNet-animate
1422,燴飯,eHowNet-animate
1423,羹飯,eHowNet-animate
1424,膾飯,eHowNet-animate
1425,白米飯,eHowNet-animate
1426,白飯,eHowNet-animate
1427,竹筒飯,eHowNet-animate
1428,飯筒,eHowNet-animate
1429,粗糲,eHowNet-animate
1430,糲飯,eHowNet-animate
1431,糝,eHowNet-animate
1432,飯米粒兒,eHowNet-animate
1433,飯粒,eHowNet-animate
1434,乳粥,eHowNet-animate
1435,早粥,eHowNet-animate
1436,玉米粥,eHowNet-animate
1437,粥餳,eHowNet-animate
1438,麥粥,eHowNet-animate
1439,佛粥,eHowNet-animate
1440,八寶粥,eHowNet-animate
1441,水飯,eHowNet-animate
1442,泡飯,eHowNet-animate
1443,稀粥,eHowNet-animate
1444,稀飯,eHowNet-animate
1445,米粥,eHowNet-animate
1446,粥,eHowNet-animate
1447,糜,eHowNet-animate
1448,臘八粥,eHowNet-animate
1449,食糜,eHowNet-animate
1450,湯糰,eHowNet-animate
1451,湯糰兒,eHowNet-animate
1452,杯麵,eHowNet-animate
1453,碗麵,eHowNet-animate
1454,義大利麵,eHowNet-animate
1455,通心粉,eHowNet-animate
1456,通心麵,eHowNet-animate
1457,粉絲,eHowNet-animate
1458,線粉,eHowNet-animate
1459,麵線,eHowNet-animate
1460,吐司,eHowNet-animate
1461,土司,eHowNet-animate
1462,土司麵包,eHowNet-animate
1463,三明治,eHowNet-animate
1464,火腿三明治,eHowNet-animate
1465,小籠包,eHowNet-animate
1466,湯包,eHowNet-animate
1467,菜包子,eHowNet-animate
1468,豆包,eHowNet-animate
1469,包子,eHowNet-animate
1470,銀絲卷,eHowNet-animate
1471,銀絲捲,eHowNet-animate
1472,饃,eHowNet-animate
1473,饅頭,eHowNet-animate
1474,披薩,eHowNet-animate
1475,漢堡,eHowNet-animate
1476,牛排,eHowNet-animate
1477,牛肉排,eHowNet-animate
1478,魚丸,eHowNet-animate
1479,魚圓,eHowNet-animate
1480,齋,eHowNet-animate
1481,齋飯,eHowNet-animate
1482,豆腐皮,eHowNet-animate
1483,腐乳,eHowNet-animate
1484,豆腐乳,eHowNet-animate
1485,滷味,eHowNet-animate
1486,鹵味,eHowNet-animate
1487,粽,eHowNet-animate
1488,粽子,eHowNet-animate
1489,粿粽,eHowNet-animate
1490,肉粽,eHowNet-animate
1491,角黍,eHowNet-animate
1492,鹼粽,eHowNet-animate
1493,燕窩,eHowNet-animate
1494,燕菜,eHowNet-animate
1495,蜂王乳,eHowNet-animate
1496,蜂王漿,eHowNet-animate
1497,圓子,eHowNet-animate
1498,湯圓,eHowNet-animate
1499,中秋月餅,eHowNet-animate
1500,月餅,eHowNet-animate
1501,油餅,eHowNet-animate
1502,炸糕,eHowNet-animate
1503,蛋糕,eHowNet-animate
1504,雞蛋糕,eHowNet-animate
1505,巧克力,eHowNet-animate
1506,巧克力糖,eHowNet-animate
1507,朱古力糖,eHowNet-animate
1508,烏梅,eHowNet-animate
1509,茶梅,eHowNet-animate
1510,話梅,eHowNet-animate
1511,酸梅,eHowNet-animate
1512,白沙糖,eHowNet-animate
1513,白糖,eHowNet-animate
1514,糖水,eHowNet-animate
1515,糖漿,eHowNet-animate
1516,飴漿,eHowNet-animate
1517,餳,eHowNet-animate
1518,果子醬,eHowNet-animate
1519,果醬,eHowNet-animate
1520,紅油,eHowNet-animate
1521,辣椒醬,eHowNet-animate
1522,蔭油,eHowNet-animate
1523,醬油,eHowNet-animate
1524,胡椒,eHowNet-animate
1525,芥末,eHowNet-animate
1526,花椒,eHowNet-animate
1527,岩鹽,eHowNet-animate
1528,崖鹽,eHowNet-animate
1529,石鹽,eHowNet-animate
1530,水精鹽,eHowNet-animate
1531,精鹽,eHowNet-animate
1532,饘,eHowNet-animate
1533,饘粥,eHowNet-animate
1534,肉包,eHowNet-animate
1535,肉包子,eHowNet-animate
1536,油膏,eHowNet-animate
1537,膏油,eHowNet-animate
1538,乾果,eHowNet-animate
1539,假果,eHowNet-animate
1540,果屑,eHowNet-animate
1541,果皮,eHowNet-animate
1542,果穗,eHowNet-animate
1543,果肉,eHowNet-animate
1544,橡實,eHowNet-animate
1545,瓜瓣,eHowNet-animate
1546,百果,eHowNet-animate
1547,莢果,eHowNet-animate
1548,蒂,eHowNet-animate
1549,蔬果,eHowNet-animate
1550,鮮果,eHowNet-animate
1551,麥穗,eHowNet-animate
1552,果,eHowNet-animate
1553,果品,eHowNet-animate
1554,果子,eHowNet-animate
1555,果實,eHowNet-animate
1556,梨果,eHowNet-animate
1557,水果,eHowNet-animate
1558,火龍果,eHowNet-animate
1559,瓜果,eHowNet-animate
1560,蓏,eHowNet-animate
1561,果菜,eHowNet-animate
1562,果菜類,eHowNet-animate
1563,果蔬,eHowNet-animate
1564,桑椹,eHowNet-animate
1565,桑葚,eHowNet-animate
1566,松果,eHowNet-animate
1567,松毬,eHowNet-animate
1568,毬果,eHowNet-animate
1569,堅果,eHowNet-animate
1570,果仁,eHowNet-animate
1571,栗,eHowNet-animate
1572,栗子,eHowNet-animate
1573,核桃,eHowNet-animate
1574,榛子,eHowNet-animate
1575,炒栗子,eHowNet-animate
1576,胡桃,eHowNet-animate
1577,腰果,eHowNet-animate
1578,奇異果,eHowNet-animate
1579,獼猴桃,eHowNet-animate
1580,木瓜,eHowNet-animate
1581,萬壽果,eHowNet-animate
1582,李,eHowNet-animate
1583,李子,eHowNet-animate
1584,梅,eHowNet-animate
1585,梅子,eHowNet-animate
1586,楊梅,eHowNet-animate
1587,樹梅,eHowNet-animate
1588,青梅,eHowNet-animate
1589,黃梅,eHowNet-animate
1590,杏,eHowNet-animate
1591,杏兒,eHowNet-animate
1592,杏子,eHowNet-animate
1593,杏脯,eHowNet-animate
1594,枇杷,eHowNet-animate
1595,杏核,eHowNet-animate
1596,果心,eHowNet-animate
1597,果核,eHowNet-animate
1598,核仁,eHowNet-animate
1599,核果,eHowNet-animate
1600,文旦,eHowNet-animate
1601,柚,eHowNet-animate
1602,柚子,eHowNet-animate
1603,橙皮,eHowNet-animate
1604,甜橙,eHowNet-animate
1605,金橘,eHowNet-animate
1606,柑橘,eHowNet-animate
1607,柳丁,eHowNet-animate
1608,柳橙,eHowNet-animate
1609,橙,eHowNet-animate
1610,橙子,eHowNet-animate
1611,柿,eHowNet-animate
1612,柿子,eHowNet-animate
1613,柿青,eHowNet-animate
1614,柿餅,eHowNet-animate
1615,紅柿,eHowNet-animate
1616,壽桃,eHowNet-animate
1617,桃,eHowNet-animate
1618,桃兒,eHowNet-animate
1619,桃子,eHowNet-animate
1620,毛桃,eHowNet-animate
1621,水蜜桃,eHowNet-animate
1622,世紀梨,eHowNet-animate
1623,梨,eHowNet-animate
1624,梨子,eHowNet-animate
1625,棠,eHowNet-animate
1626,水梨,eHowNet-animate
1627,鴨梨,eHowNet-animate
1628,大棗,eHowNet-animate
1629,棗,eHowNet-animate
1630,棗子,eHowNet-animate
1631,海棗,eHowNet-animate
1632,紅棗,eHowNet-animate
1633,蜜棗,eHowNet-animate
1634,金棗,eHowNet-animate
1635,黑棗,eHowNet-animate
1636,椰,eHowNet-animate
1637,椰子,eHowNet-animate
1638,椰子類,eHowNet-animate
1639,椰肉,eHowNet-animate
1640,楊桃,eHowNet-animate
1641,萇,eHowNet-animate
1642,榴槤,eHowNet-animate
1643,橄欖,eHowNet-animate
1644,欖,eHowNet-animate
1645,青果,eHowNet-animate
1646,檸檬,eHowNet-animate
1647,萊姆,eHowNet-animate
1648,櫻桃,eHowNet-animate
1649,波羅蜜,eHowNet-animate
1650,菠蘿蜜,eHowNet-animate
1651,無花果,eHowNet-animate
1652,瓜皮,eHowNet-animate
1653,瓜,eHowNet-animate
1654,百香果,eHowNet-animate
1655,芒果,eHowNet-animate
1656,番石榴,eHowNet-animate
1657,芭樂,eHowNet-animate
1658,玉荷包,eHowNet-animate
1659,荔枝,eHowNet-animate
1660,藍莓,eHowNet-animate
1661,黑莓,eHowNet-animate
1662,洋莓,eHowNet-animate
1663,漿果,eHowNet-animate
1664,莓,eHowNet-animate
1665,覆盆子,eHowNet-animate
1666,紫葡萄,eHowNet-animate
1667,葡萄,eHowNet-animate
1668,酸葡萄,eHowNet-animate
1669,野葡萄,eHowNet-animate
1670,金鈴,eHowNet-animate
1671,金鈴子,eHowNet-animate
1672,葡萄柚,eHowNet-animate
1673,蓮霧,eHowNet-animate
1674,林檎,eHowNet-animate
1675,柰,eHowNet-animate
1676,沙果,eHowNet-animate
1677,蘋果,eHowNet-animate
1678,青蘋果,eHowNet-animate
1679,釋迦,eHowNet-animate
1680,釋迦果,eHowNet-animate
1681,芭蕉,eHowNet-animate
1682,香蕉,eHowNet-animate
1683,香蕉皮,eHowNet-animate
1684,波羅,eHowNet-animate
1685,菠蘿,eHowNet-animate
1686,鳳梨,eHowNet-animate
1687,桂圓,eHowNet-animate
1688,驪珠,eHowNet-animate
1689,龍眼,eHowNet-animate
1690,枸橘,eHowNet-animate
1691,柑,eHowNet-animate
1692,柑桔,eHowNet-animate
1693,桔,eHowNet-animate
1694,桔子,eHowNet-animate
1695,桶柑,eHowNet-animate
1696,椪柑,eHowNet-animate
1697,橘,eHowNet-animate
1698,橘子,eHowNet-animate
1699,海梨,eHowNet-animate
1700,甜柑,eHowNet-animate
1701,蜜柑,eHowNet-animate
1702,陳皮,eHowNet-animate
1703,仙桃,eHowNet-animate
1704,蟠桃,eHowNet-animate
1705,瓜瓤,eHowNet-animate
1706,瓜肉,eHowNet-animate
1707,瓤,eHowNet-animate
1708,哈密瓜,eHowNet-animate
1709,哈蜜瓜,eHowNet-animate
1710,洋香瓜,eHowNet-animate
1711,甜瓜,eHowNet-animate
1712,香瓜,eHowNet-animate
1713,無籽西瓜,eHowNet-animate
1714,西瓜,eHowNet-animate
1715,西瓜皮,eHowNet-animate
1716,馬鈴瓜,eHowNet-animate
1717,情人果,eHowNet-animate
1718,芒果青,eHowNet-animate
1719,小紅莓,eHowNet-animate
1720,蔓越莓,eHowNet-animate
1721,草莓,eHowNet-animate
1722,乾菜,eHowNet-animate
1723,佛手瓜,eHowNet-animate
1724,山蔬,eHowNet-animate
1725,水芹,eHowNet-animate
1726,油菜,eHowNet-animate
1727,甜椒,eHowNet-animate
1728,荼,eHowNet-animate
1729,莧菜,eHowNet-animate
1730,醃菜,eHowNet-animate
1731,野菜,eHowNet-animate
1732,鹹菜,eHowNet-animate
1733,龍鬚菜,eHowNet-animate
1736,葉菜類,eHowNet-animate
1737,蔬,eHowNet-animate
1738,蔬菜,eHowNet-animate
1739,青菜,eHowNet-animate
1740,北瓜,eHowNet-animate
1741,南瓜,eHowNet-animate
1742,金瓜,eHowNet-animate
1743,山藥,eHowNet-animate
1744,山藥蛋,eHowNet-animate
1745,洋蔥,eHowNet-animate
1746,牛蒡,eHowNet-animate
1747,包心白菜,eHowNet-animate
1748,包心菜,eHowNet-animate
1749,大白菜,eHowNet-animate
1750,小白菜,eHowNet-animate
1751,捲心菜,eHowNet-animate
1752,椰菜,eHowNet-animate
1753,甘籃菜,eHowNet-animate
1754,甘藍,eHowNet-animate
1755,甘藍菜,eHowNet-animate
1756,白菜,eHowNet-animate
1757,菘,eHowNet-animate
1758,高麗菜,eHowNet-animate
1759,紅椒,eHowNet-animate
1760,青椒,eHowNet-animate
1761,甜菜,eHowNet-animate
1762,糖蘿蔔,eHowNet-animate
1763,空心菜,eHowNet-animate
1764,蕹菜,eHowNet-animate
1765,絲瓜,eHowNet-animate
1766,菜瓜,eHowNet-animate
1767,胡瓜,eHowNet-animate
1768,花瓜,eHowNet-animate
1769,黃瓜,eHowNet-animate
1770,榨菜,eHowNet-animate
1771,芥,eHowNet-animate
1772,芥菜,eHowNet-animate
1773,芥藍菜,eHowNet-animate
1774,長年菜,eHowNet-animate
1775,雪裡紅,eHowNet-animate
1776,花椰菜,eHowNet-animate
1777,菜花,eHowNet-animate
1778,毒芹,eHowNet-animate
1779,芹,eHowNet-animate
1780,芹菜,eHowNet-animate
1781,西芹,eHowNet-animate
1782,香芹,eHowNet-animate
1783,癩瓜,eHowNet-animate
1784,苦瓜,eHowNet-animate
1785,茄,eHowNet-animate
1786,茄子,eHowNet-animate
1787,菠菜,eHowNet-animate
1788,大陸妹,eHowNet-animate
1789,生菜,eHowNet-animate
1790,苣,eHowNet-animate
1791,萵苣,eHowNet-animate
1792,冬瓜,eHowNet-animate
1793,匏,eHowNet-animate
1794,扁蒲,eHowNet-animate
1795,瓞,eHowNet-animate
1796,瓠瓜,eHowNet-animate
1797,葫蘆,eHowNet-animate
1798,大蒜,eHowNet-animate
1799,蒜,eHowNet-animate
1800,蒜泥,eHowNet-animate
1801,蒜瓣,eHowNet-animate
1802,蒜苗,eHowNet-animate
1803,蒜茸,eHowNet-animate
1804,蒜頭,eHowNet-animate
1805,青蒜,eHowNet-animate
1806,蔥,eHowNet-animate
1807,蔥段,eHowNet-animate
1808,蔥白,eHowNet-animate
1809,蔥花,eHowNet-animate
1810,蔥蒜,eHowNet-animate
1811,蔥頭,eHowNet-animate
1812,番茄,eHowNet-animate
1813,蕃茄,eHowNet-animate
1814,蕃茄片,eHowNet-animate
1815,大頭菜,eHowNet-animate
1816,菜心,eHowNet-animate
1817,蕪菁,eHowNet-animate
1818,生薑,eHowNet-animate
1819,紫薑,eHowNet-animate
1820,薑,eHowNet-animate
1821,薑末,eHowNet-animate
1822,薑片,eHowNet-animate
1823,白蘆筍,eHowNet-animate
1824,籚筍,eHowNet-animate
1825,蘆筍,eHowNet-animate
1826,蘺,eHowNet-animate
1827,白蘿蔔,eHowNet-animate
1828,胡蘿蔔素,eHowNet-animate
1829,蘿蔔乾,eHowNet-animate
1830,菜頭,eHowNet-animate
1831,萊菔,eHowNet-animate
1832,蘿菠,eHowNet-animate
1833,蘿蔔,eHowNet-animate
1834,芽菜,eHowNet-animate
1835,豆芽,eHowNet-animate
1836,豆芽菜,eHowNet-animate
1837,椒,eHowNet-animate
1838,番椒,eHowNet-animate
1839,辣子,eHowNet-animate
1840,辣椒,eHowNet-animate
1841,薤,eHowNet-animate
1842,韭,eHowNet-animate
1843,韭菜,eHowNet-animate
1844,韭黃,eHowNet-animate
1845,九層塔,eHowNet-animate
1846,芫,eHowNet-animate
1847,芫荽,eHowNet-animate
1848,香菜,eHowNet-animate
1849,洋山芋,eHowNet-animate
1850,洋芋,eHowNet-animate
1851,洋芋片,eHowNet-animate
1852,薯,eHowNet-animate
1853,薯條,eHowNet-animate
1854,馬鈴薯,eHowNet-animate
1855,髮菜,eHowNet-animate
1856,紅蘿蔔,eHowNet-animate
1857,胡夢卜,eHowNet-animate
1858,胡蘿蔔,eHowNet-animate
1859,穗,eHowNet-animate
1860,綿織,eHowNet-animate
1861,五榖,eHowNet-animate
1862,五穀,eHowNet-animate
1863,作物,eHowNet-animate
1864,庄稼,eHowNet-animate
1865,禾,eHowNet-animate
1866,禾黍,eHowNet-animate
1867,穀物,eHowNet-animate
1868,穀草,eHowNet-animate
1869,糧作,eHowNet-animate
1870,莊稼,eHowNet-animate
1871,農作物,eHowNet-animate
1872,禾苗,eHowNet-animate
1873,秧,eHowNet-animate
1874,秧苗,eHowNet-animate
1875,穀苗,eHowNet-animate
1876,敗絮,eHowNet-animate
1877,棉球,eHowNet-animate
1878,棉,eHowNet-animate
1879,棉絮,eHowNet-animate
1880,棉花,eHowNet-animate
1881,草棉,eHowNet-animate
1882,包穀,eHowNet-animate
1883,棒子,eHowNet-animate
1884,玉米,eHowNet-animate
1885,玉茭,eHowNet-animate
1886,玉蜀黍,eHowNet-animate
1887,珍珠米,eHowNet-animate
1888,秫,eHowNet-animate
1889,甘蔗,eHowNet-animate
1890,蔗,eHowNet-animate
1891,蔗作,eHowNet-animate
1892,長年蔗,eHowNet-animate
1893,新米,eHowNet-animate
1894,早稻,eHowNet-animate
1895,晚稻,eHowNet-animate
1896,水稻,eHowNet-animate
1897,生飯,eHowNet-animate
1898,白米,eHowNet-animate
1899,禾菽,eHowNet-animate
1900,稻浪,eHowNet-animate
1901,穀皮,eHowNet-animate
1902,米粒,eHowNet-animate
1903,粗糠,eHowNet-animate
1904,粞,eHowNet-animate
1905,紅麴,eHowNet-animate
1906,老米,eHowNet-animate
1907,蓬萊米,eHowNet-animate
1908,鎘米,eHowNet-animate
1909,陸稻,eHowNet-animate
1910,雙作稻,eHowNet-animate
1911,餼,eHowNet-animate
1912,大米,eHowNet-animate
1913,禾稻,eHowNet-animate
1914,稻,eHowNet-animate
1915,稻作,eHowNet-animate
1916,稻子,eHowNet-animate
1917,稻株,eHowNet-animate
1918,稻榖,eHowNet-animate
1919,稻穀,eHowNet-animate
1920,稻米,eHowNet-animate
1921,米,eHowNet-animate
1922,米糧,eHowNet-animate
1923,茭米,eHowNet-animate
1924,菰米,eHowNet-animate
1925,食米,eHowNet-animate
1926,胡麻,eHowNet-animate
1927,芝麻,eHowNet-animate
1928,土豆,eHowNet-animate
1929,花生,eHowNet-animate
1930,花生仁,eHowNet-animate
1931,花生米,eHowNet-animate
1932,落花生,eHowNet-animate
1933,長生果,eHowNet-animate
1934,薏仁,eHowNet-animate
1935,咖啡豆,eHowNet-animate
1936,料豆,eHowNet-animate
1937,紅豆,eHowNet-animate
1938,綠豆,eHowNet-animate
1939,菽麥,eHowNet-animate
